kecamatan,jumlah_penduduk,kepadatan_penduduk_km2,rasio_jenis_kelamin,laju_pertumbuhan,persentase_penduduk,provinsi,kabupaten,tahun,source_file
Cikadu,37600.0,199.0,114.0,0.38,1.46,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Tanggeung,52200.0,872.0,102.0,0.95,2.02,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Pasirkuda,39300.0,341.0,110.0,0.71,1.52,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Kadupandak,54100.0,518.0,104.0,0.54,2.09,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cijati,34800.0,710.0,103.0,0.24,1.35,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Takokak,52000.0,366.0,105.0,-0.03,2.01,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Sukanagara,58200.0,334.0,104.0,1.05,2.25,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Pagelaran,78100.0,391.0,103.0,0.76,3.02,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Campaka,71500.0,497.0,107.0,0.6,2.76,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Campakamulya,23900.0,322.0,114.0,-0.15,0.92,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cibeber,140100.0,1123.0,103.0,1.14,5.42,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Warungkondang,82600.0,1829.0,104.0,1.5,3.2,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Gekbrong,64599.99999999999,1273.0,107.0,1.47,2.5,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cilaku,125700.0,2392.0,101.0,1.64,4.86,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Sukaluyu,97500.0,2031.0,103.0,2.14,3.77,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Bojongpicung,88000.0,996.0,101.0,1.32,3.4,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Haurwangi,67600.0,1464.0,106.0,1.43,2.62,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Ciranjang,94100.0,2703.0,101.0,1.45,3.64,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Mande,86100.0,872.0,105.0,1.35,3.33,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Karangtengah,176100.0,3628.0,101.0,1.71,6.81,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cianjur,177800.0,6800.0,101.0,0.63,6.88,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cugenang,123600.0,1624.0,106.0,1.32,4.78,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Pacet,116000.0,2783.0,108.0,1.08,4.49,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cipanas,116500.0,1731.0,110.0,0.61,4.51,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Sukaresmi,95200.0,1033.0,108.0,1.03,3.68,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cikalongkulon,112500.0,781.0,105.0,1.05,4.35,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Cianjur,2585000.0,715.0,105.0,1.05,100.0,Jawa Barat,Kabupaten Cianjur,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cianjur\data_penduduk_kabupate_001.xlsx
Waled,58100.0,1890.0,103.0,0.99,2.43,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Pasaleman,27500.0,667.0,99.0,0.98,1.15,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Ciledug,47600.0,3258.0,103.0,1.16,1.99,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Pabuaran,38500.0,4025.0,103.0,1.26,1.61,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Losari,66800.0,1393.0,101.0,1.83,2.8,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Pabedilan,61800.0,2397.0,100.0,1.63,2.59,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Babakan,76100.0,3434.0,98.0,1.76,3.19,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Gebang,73300.0,2075.0,100.0,2.06,3.07,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Karangsembung,37800.0,2011.0,101.0,0.95,1.58,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Karangwareng,29700.0,1095.0,104.0,1.1,1.25,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Lemahabang,58300.0,2577.0,104.0,1.3,2.44,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Susukanlebak,43400.0,2409.0,106.0,1.46,1.82,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Sedong,44100.0,1280.0,104.0,1.08,1.84,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Astanajapura,82600.0,2835.0,106.0,0.91,3.46,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Pangenan,49100.0,1334.0,102.0,1.25,2.06,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Mundu,85500.0,3110.0,105.0,1.38,3.58,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Beber,48200.0,1882.0,110.0,2.35,2.02,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Greged,60000.0,1863.0,107.0,1.46,2.51,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Talun,76100.0,3897.0,104.0,1.7,3.19,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Sumber,105000.0,3559.0,104.0,2.21,4.4,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Dukupuntang,67800.0,1812.0,102.0,1.12,2.84,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Palimanan,65400.00000000001,3425.0,101.0,1.47,2.74,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Plumbon,87200.0,4587.0,104.0,1.55,3.65,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Depok,71100.0,4347.0,104.0,1.91,2.98,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Weru,73300.0,8050.0,108.0,1.24,3.07,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Plered,57500.0,4349.0,105.0,1.14,2.41,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Tengah Tani,48200.0,4942.0,105.0,1.58,2.02,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Kedawung,61700.0,5733.0,102.0,0.35,2.59,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Gunungjati,85400.0,3776.0,100.0,0.94,3.58,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Kapetakan,65900.0,977.0,100.0,2.1,2.76,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Suranenggala,48700.0,1878.0,99.0,1.47,2.04,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Klangenan,54400.0,2668.0,102.0,0.74,2.28,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Jamblang,40000.0,2413.0,102.0,1.2,1.67,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Arjawinangun,75000.0,3093.0,100.0,1.59,3.14,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
Panguragan,44000.0,2003.0,101.0,0.49,1.84,Jawa Barat,Kabupaten Cirebon,2023,data\raw\Data Penduduk BPS\Jawa Barat\Kabupaten Cirebon\data_penduduk_kabupate_001.xlsx
